"id","scientificName","scientificNameAuthorship","eventDate","decimalLongitude","decimalLatitude","institutionCode","collectionCode","catalogNumber","scientificNameID","originalscientificname","acceptedNameUsage","acceptedNameUsageID","accessRights","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","behavior","bibliographicCitation","class","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","countryCode","county","dataGeneralizations","datasetID","dateIdentified","depth","division","dynamicProperties","establishmentMeans","eventID","eventRemarks","eventTime","family","fieldNotes","fieldNumber","footprintSRS","footprintWKT","forma","genus","geodeticDatum","habitat","higherClassification","higherGeography","higherGeographyID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identifiedBy","individualCount","individualID","informationWithheld","infraclass","infrakingdom","infraorder","infraphylum","institutionID","island","islandGroup","kingdom","language","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","materialSampleID","maximumDepthInMeters","minimumDepthInMeters","modified","municipality","nameAccordingTo","nameAccordingToID","namePublishedIn","namePublishedInID","occurrenceID","occurrenceRemarks","occurrenceStatus","order","originalNameUsage","originalNameUsageID","otherCatalogNumbers","ownerInstitutionCode","parvorder","phylum","qc","recordNumber","recordedBy","references","reproductiveCondition","resource_id","rights","rightsHolder","section","sex","source","species","stateProvince","subclass","subdivision","subfamily","subforma","subgenus","subkingdom","suborder","subphylum","subsection","subspecies","subterclass","subtribe","subvariety","superclass","superfamily","superorder","supertribe","taxonConceptID","taxonID","taxonRank","taxonRemarks","taxonomicStatus","taxonomicgroup","tribe","type","typeStatus","valid_id","variety","vernacularName","waterBody","worms_id","year"
16803,"Acropora palmata","(Lamarck, 1816)","1997-08-17 12:00:00",-78.0028991699219,25.160100936889602,"AGRRA","agrra_benthic","1135","urn:lsid:marinespecies.org:taxname:288227","Acropora palmata",,,,,,,,,,,"Anthozoa",,,,,,,,,,0.75,,,,,,,"Acroporidae",,,,,,"Acropora",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Scleractinia",,,,,,"Cnidaria",1070071423,,,,,231,,,,,,"Acropora palmata",,"Hexacorallia",,,,,,,,,,,,,,,,,,,,,,"Hexacorallia",,,,695293,,,,288227,"1997"
16804,"Acropora palmata","(Lamarck, 1816)","1998-08-13 12:00:00",-77.6291732788086,24.253150939941396,"AGRRA","agrra_benthic","6702","urn:lsid:marinespecies.org:taxname:288227","Acropora palmata",,,,,,,,,,,"Anthozoa",,,,,,,,,,0.5,,,,,,,"Acroporidae",,,,,,"Acropora",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Scleractinia",,,,,,"Cnidaria",1073217151,,,,,231,,,,,,"Acropora palmata",,"Hexacorallia",,,,,,,,,,,,,,,,,,,,,,"Hexacorallia",,,,695293,,,,288227,"1998"
16815,"Acropora palmata","(Lamarck, 1816)","1999-05-25 12:00:00",-88.1399993896484,16.7600002288818,"AGRRA","agrra_benthic","13249","urn:lsid:marinespecies.org:taxname:288227","Acropora palmata",,,,,,,,,,,"Anthozoa",,,,,,,,,,6,,,,,,,"Acroporidae",,,,,,"Acropora",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Scleractinia",,,,,,"Cnidaria",1073217151,,,,,231,,,,,,"Acropora palmata",,"Hexacorallia",,,,,,,,,,,,,,,,,,,,,,"Hexacorallia",,,,695293,,,,288227,"1999"
16821,"Acropora palmata","(Lamarck, 1816)","1997-08-15 12:00:00",-78.0855712890625,25.313219070434602,"AGRRA","agrra_benthic","1964","urn:lsid:marinespecies.org:taxname:288227","Acropora palmata",,,,,,,,,,,"Anthozoa",,,,,,,,,,3,,,,,,,"Acroporidae",,,,,,"Acropora",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Scleractinia",,,,,,"Cnidaria",1073217151,,,,,231,,,,,,"Acropora palmata",,"Hexacorallia",,,,,,,,,,,,,,,,,,,,,,"Hexacorallia",,,,695293,,,,288227,"1997"
16822,"Acropora palmata","(Lamarck, 1816)","2001-08-27 12:00:00",-79.5581512451172,21.217699050903303,"AGRRA","agrra_benthic","52909","urn:lsid:marinespecies.org:taxname:288227","Acropora palmata",,,,,,,,,,,"Anthozoa",,,,,,,,,,0.8,,,,,,,"Acroporidae",,,,,,"Acropora",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Scleractinia",,,,,,"Cnidaria",1072168575,,,,,231,,,,,,"Acropora palmata",,"Hexacorallia",,,,,,,,,,,,,,,,,,,,,,"Hexacorallia",,,,695293,,,,288227,"2001"
16829,"Acropora palmata","(Lamarck, 1816)","2003-06-05 12:00:00",-81.4051513671875,24.5460739135742,"AGRRA","agrra_benthic","58975","urn:lsid:marinespecies.org:taxname:288227","Acropora palmata",,,,,,,,,,,"Anthozoa",,,,,,,,,,2.5,,,,,,,"Acroporidae",,,,,,"Acropora",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Scleractinia",,,,,,"Cnidaria",1073217151,,,,,231,,,,,,"Acropora palmata",,"Hexacorallia",,,,,,,,,,,,,,,,,,,,,,"Hexacorallia",,,,695293,,,,288227,"2003"
16830,"Acropora palmata","(Lamarck, 1816)","2001-08-26 12:00:00",-79.40916442871091,21.0711498260498,"AGRRA","agrra_benthic","50945","urn:lsid:marinespecies.org:taxname:288227","Acropora palmata",,,,,,,,,,,"Anthozoa",,,,,,,,,,,,,,,,,"Acroporidae",,,,,,"Acropora",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Scleractinia",,,,,,"Cnidaria",1073217151,,,,,231,,,,,,"Acropora palmata",,"Hexacorallia",,,,,,,,,,,,,,,,,,,,,,"Hexacorallia",,,,695293,,,,288227,"2001"
33122,"Acropora palmata","(Lamarck, 1816)","1999-08-27 12:00:00",-87.4527740478516,19.9750003814697,"AGRRA","agrra_benthic","25188","urn:lsid:marinespecies.org:taxname:288227","Acropora palmata",,,,,,,,,,,"Anthozoa",,,,,,,,,,8.8,,,,,,,"Acroporidae",,,,,,"Acropora",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Scleractinia",,,,,,"Cnidaria",1073217151,,,,,231,,,,,,"Acropora palmata",,"Hexacorallia",,,,,,,,,,,,,,,,,,,,,,"Hexacorallia",,,,695293,,,,288227,"1999"
33134,"Acropora palmata","(Lamarck, 1816)","2001-03-11 12:00:00",-82.0989303588867,21.5154495239258,"AGRRA","agrra_benthic","44087","urn:lsid:marinespecies.org:taxname:288227","Acropora palmata",,,,,,,,,,,"Anthozoa",,,,,,,,,,1.5,,,,,,,"Acroporidae",,,,,,"Acropora",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Scleractinia",,,,,,"Cnidaria",1073217151,,,,,231,,,,,,"Acropora palmata",,"Hexacorallia",,,,,,,,,,,,,,,,,,,,,,"Hexacorallia",,,,695293,,,,288227,"2001"
33823,"Acropora palmata","(Lamarck, 1816)","2000-07-12 12:00:00",-87.7461318969727,17.5942497253418,"AGRRA","agrra_benthic","37433","urn:lsid:marinespecies.org:taxname:288227","Acropora palmata",,,,,,,,,,,"Anthozoa",,,,,,,,,,3,,,,,,,"Acroporidae",,,,,,"Acropora",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Scleractinia",,,,,,"Cnidaria",1073217151,,,,,231,,,,,,"Acropora palmata",,"Hexacorallia",,,,,,,,,,,,,,,,,,,,,,"Hexacorallia",,,,695293,,,,288227,"2000"
